17.850.612;750.344;20.000;;;1.524
17.852.136;710.985;20.000;;;1.524
17.853.660;633.035;20.000;;;1.524
17.855.184;598.607;20.000;;;1.524
17.856.708;595.150;20.000;;;1.524
17.858.232;646.434;20.000;;;1.524
17.859.756;637.501;20.000;;;1.524
17.861.280;655.700;20.000;;;1.524
17.862.804;612.596;20.000;;;1.524
17.864.328;613.323;20.000;;;1.524
17.865.852;592.810;20.000;;;1.524
17.867.376;641.604;20.000;;;1.524
17.868.900;651.478;20.000;;;1.524
17.870.424;649.426;20.000;;;1.524
17.871.948;592.453;20.000;;;1.524
17.873.472;588.996;20.000;;;1.524
17.874.996;631.626;20.000;;;1.524
17.876.520;623.079;20.000;;;1.524
17.878.044;602.303;20.000;;;1.524
17.879.568;554.677;40.000;;;1.524
17.881.092;583.737;40.000;;;1.524
17.882.616;618.609;40.000;;;1.524
17.884.140;647.808;40.000;;;1.524
17.885.664;684.268;40.000;;;1.524
17.887.188;696.576;40.000;;;1.524
17.888.712;735.966;40.000;;;1.524
17.890.236;750.368;40.000;;;1.524
17.891.760;764.680;10.000;;;1.524
17.893.284;742.904;10.000;;;1.524
17.894.808;718.709;10.000;;;1.524
17.896.332;685.935;10.000;;;1.524
17.897.856;653.989;10.000;;;1.524
17.899.380;614.987;10.000;;;1.524
17.900.904;624.834;40.000;;;1.524
17.902.428;592.400;40.000;;;1.524
17.903.952;610.888;40.000;;;1.524
17.905.476;627.268;40.000;;;1.524
17.907.000;669.940;40.000;;;1.524
17.908.524;622.759;40.000;;;1.524
17.910.048;619.018;40.000;;;1.524
17.911.572;615.322;40.000;;;1.524
17.913.096;662.503;40.000;;;1.524
17.914.620;664.196;40.000;;;1.524
17.916.144;717.688;20.000;;;1.524
17.917.668;708.029;20.000;;;1.524
17.919.192;689.951;20.000;;;1.524
17.920.716;599.535;20.000;;;1.524
17.922.240;598.550;20.000;;;1.524
17.923.764;569.535;20.000;;;1.524
17.925.288;606.459;20.000;;;1.524
17.926.812;584.571;20.000;;;1.524
17.928.336;578.766;20.000;;;1.524
17.929.860;584.510;20.000;;;1.524
17.931.384;594.113;20.000;;;1.524
17.932.908;633.088;20.000;;;1.524
17.934.432;678.628;20.000;;;1.524
17.935.956;725.721;10.000;;;1.524
17.937.480;722.026;10.000;;;1.524
17.939.004;688.772;10.000;;;1.524
17.940.528;656.012;10.000;;;1.524
17.942.052;637.141;10.000;;;1.524
17.943.576;642.177;10.000;;;1.524
17.945.100;656.927;10.000;;;1.524
17.946.624;697.509;10.000;;;1.524
17.948.148;686.331;10.000;;;1.524
17.949.672;680.177;10.000;;;1.524
17.951.196;672.417;10.000;;;1.524
17.952.720;619.181;10.000;;;1.524
17.954.244;594.082;10.000;;;1.524
17.955.768;578.919;10.000;;;1.524
17.957.292;607.960;10.000;;;1.524
17.958.816;633.059;10.000;;;1.524
17.960.340;569.988;10.000;;;1.524
17.961.864;530.806;10.000;;;1.524
17.963.388;514.019;40.000;;;1.524
17.964.912;589.777;40.000;;;1.524
17.966.436;637.164;40.000;;;1.524
17.967.960;639.591;40.000;;;1.524
17.969.484;682.589;40.000;;;1.524
17.971.008;744.865;40.000;;;1.524
17.972.532;869.383;40.000;;;1.524
17.974.056;947.840;50.000;;;1.524
17.975.580;971.720;50.000;;;1.524
17.977.104;916.437;50.000;;;1.524
17.978.628;870.298;50.000;;;1.524
17.980.152;861.556;50.000;;;1.524
17.981.676;918.886;50.000;;;1.524
17.983.200;903.485;50.000;;;1.524
17.984.724;948.530;50.000;;;1.524
17.986.248;911.675;50.000;;;1.524
17.987.772;962.959;50.000;;;1.524
17.989.296;947.169;50.000;;;1.524
17.990.820;977.383;50.000;;;1.524
17.992.344;948.664;50.000;;;1.524
17.993.868;941.931;50.000;;;1.524
17.995.392;930.145;50.000;;;1.524
17.996.916;938.719;50.000;;;1.524
17.998.440;930.785;50.000;;;1.524
17.999.964;888.736;50.000;;;1.524
18.001.488;844.776;50.000;;;1.524
18.003.012;836.330;50.000;;;1.524
18.004.536;864.602;50.000;;;1.524
18.006.060;897.937;50.000;;;1.524
18.007.584;947.077;50.000;;;1.524
18.009.108;968.640;50.000;;;1.524
18.010.632;1.076.583;50.000;;;1.524
18.012.156;1.090.915;50.000;;;1.524
18.013.680;1.122.687;50.000;;;1.524
18.015.204;1.040.787;50.000;;;1.524
18.016.728;1.095.008;50.000;;;1.524
18.018.252;1.060.844;50.000;;;1.524
18.019.776;1.061.811;50.000;;;1.524
18.021.300;995.949;50.000;;;1.524
18.022.824;966.521;50.000;;;1.524
18.024.348;920.509;50.000;;;1.524
18.025.872;919.865;50.000;;;1.524
18.027.396;974.410;50.000;;;1.524
18.028.920;1.038.542;50.000;;;1.524
18.030.444;1.037.135;50.000;;;1.524
18.031.968;1.029.146;50.000;;;1.524
18.033.492;1.024.391;50.000;;;1.524
18.035.016;1.010.208;50.000;;;1.524
18.036.540;975.380;50.000;;;1.524
18.038.064;994.783;50.000;;;1.524
18.039.588;1.013.069;50.000;;;1.524
18.041.112;1.061.581;50.000;;;1.524
18.042.636;1.073.599;50.000;;;1.524
18.044.160;1.112.575;50.000;;;1.524
18.045.684;1.137.308;50.000;;;1.524
18.047.208;1.083.974;50.000;;;1.524
18.048.732;1.079.158;50.000;;;1.524
18.050.256;1.040.741;50.000;;;1.524
18.051.780;1.042.792;50.000;;;1.524
18.053.304;1.061.967;50.000;;;1.524
18.054.828;1.088.585;50.000;;;1.524
18.056.352;1.069.544;50.000;;;1.524
18.057.876;994.880;50.000;;;1.524
18.059.400;962.734;50.000;;;1.524
18.060.924;963.313;50.000;;;1.524
18.062.448;1.039.276;50.000;;;1.524
18.063.972;1.071.423;50.000;;;1.524
18.065.496;1.101.789;50.000;;;1.524
18.067.020;1.073.124;50.000;;;1.524
18.068.544;1.045.080;50.000;;;1.524
18.070.068;1.007.992;50.000;;;1.524
18.071.592;967.042;50.000;;;1.524
18.073.116;979.350;50.000;;;1.524
18.074.640;1.012.739;50.000;;;1.524
18.076.164;1.050.863;50.000;;;1.524
18.077.688;1.087.787;50.000;;;1.524
18.079.212;1.099.443;50.000;;;1.524
18.080.736;1.073.604;50.000;;;1.524
18.082.260;1.061.296;50.000;;;1.524
18.083.784;1.031.178;50.000;;;1.524
18.085.308;1.035.273;50.000;;;1.524
18.086.832;1.052.236;50.000;;;1.524
18.088.356;1.111.019;50.000;;;1.524
18.089.880;1.173.211;50.000;;;1.524
18.091.404;1.156.248;50.000;;;1.524
18.092.928;1.127.583;50.000;;;1.524
18.094.452;1.059.249;50.000;;;1.524
18.095.976;1.079.384;50.000;;;1.524
18.097.500;1.077.613;50.000;;;1.524
18.099.024;1.119.543;50.000;;;1.524
18.100.548;1.055.720;50.000;;;1.524
18.102.072;1.049.301;50.000;;;1.524
18.103.596;997.755;50.000;;;1.524
18.105.120;1.039.391;50.000;;;1.524
18.106.644;1.061.914;50.000;;;1.524
18.108.168;1.097.863;50.000;;;1.524
18.109.692;1.142.221;50.000;;;1.524
18.111.216;1.140.174;50.000;;;1.524
18.112.740;1.122.687;50.000;;;1.524
18.114.264;1.082.431;50.000;;;1.524
18.115.788;1.105.933;50.000;;;1.524
18.117.312;1.115.515;50.000;;;1.524
18.118.836;1.118.916;50.000;;;1.524
18.120.360;1.100.191;50.000;;;1.524
18.121.884;1.113.174;50.000;;;1.524
18.123.408;1.094.747;50.000;;;1.524
18.124.932;1.108.397;50.000;;;1.524
18.126.456;1.050.959;50.000;;;1.524
18.127.980;1.074.191;50.000;;;1.524
18.129.504;1.074.585;50.000;;;1.524
18.131.028;1.119.039;50.000;;;1.524
18.132.552;1.097.855;50.000;;;1.524
18.134.076;1.028.425;50.000;;;1.524
18.135.600;971.663;10.000;;;1.524
18.137.124;863.145;10.000;;;1.524
18.138.648;819.568;10.000;;;1.524
18.140.172;788.065;10.000;;;1.524
18.141.696;788.065;10.000;;;1.524
18.143.220;833.693;10.000;;;1.524
18.144.744;852.888;10.000;;;1.524
18.146.268;891.791;10.000;;;1.524
18.147.792;823.640;10.000;;;1.524
18.149.316;784.665;10.000;;;1.524
18.150.840;700.717;10.000;;;1.524
18.152.364;651.753;10.000;;;1.524
18.153.888;600.093;20.000;;;1.524
18.155.412;600.093;20.000;;;1.524
18.156.936;637.206;20.000;;;1.524
18.158.460;662.198;20.000;;;1.524
18.159.984;643.771;20.000;;;1.524
18.161.508;622.862;20.000;;;1.524
18.163.032;598.509;20.000;;;1.524
18.164.556;621.423;20.000;;;1.524
18.166.080;615.664;20.000;;;1.524
18.167.604;623.215;20.000;;;1.524
18.169.128;641.251;20.000;;;1.524
18.170.652;628.943;20.000;;;1.524
18.172.176;625.232;20.000;;;1.524
18.173.700;633.422;20.000;;;1.524
18.175.224;670.469;40.000;;;1.524
18.176.748;694.228;40.000;;;1.524
18.178.272;704.925;40.000;;;1.524
18.179.796;737.624;40.000;;;1.524
18.181.320;774.907;40.000;;;1.524
18.182.844;846.109;40.000;;;1.524
18.184.368;876.743;40.000;;;1.524
18.185.892;948.406;40.000;;;1.524
18.187.416;926.435;40.000;;;1.524
18.188.940;1.004.522;40.000;;;1.524
18.190.464;1.008.617;40.000;;;1.524
18.191.988;1.083.823;40.000;;;1.524
18.193.512;1.038.693;40.000;;;1.524
18.195.036;1.074.206;50.000;;;1.524
18.196.560;1.089.812;50.000;;;1.524
18.198.084;1.134.248;50.000;;;1.524
18.199.608;1.104.877;50.000;;;1.524
18.201.132;1.102.273;50.000;;;1.524
18.202.656;1.080.403;50.000;;;1.524
18.204.180;1.072.213;50.000;;;1.524
18.205.704;1.051.021;50.000;;;1.524
18.207.228;1.081.791;50.000;;;1.524
18.208.752;1.074.222;50.000;;;1.524
18.210.276;1.112.061;50.000;;;1.524
18.211.800;1.121.589;50.000;;;1.524
18.213.324;1.149.633;50.000;;;1.524
18.214.848;1.098.113;50.000;;;1.524
18.216.372;1.063.969;50.000;;;1.524
18.217.896;1.099.174;50.000;;;1.524
18.219.420;1.134.047;50.000;;;1.524
18.220.944;1.182.524;50.000;;;1.524
18.222.468;1.192.363;50.000;;;1.524
18.223.992;1.157.491;50.000;;;1.524
18.225.516;1.137.733;50.000;;;1.524
18.227.040;1.125.448;50.000;;;1.524
18.228.564;1.180.078;50.000;;;1.524
18.230.088;1.161.616;50.000;;;1.524
18.231.612;1.167.759;50.000;;;1.524
18.233.136;1.207.727;50.000;;;1.524
18.234.660;1.278.707;50.000;;;1.524
18.236.184;1.293.040;50.000;;;1.524
18.237.708;1.296.905;50.000;;;1.524
18.239.232;1.230.028;50.000;;;1.524
18.240.756;1.168.603;50.000;;;1.524
18.242.280;1.096.104;50.000;;;1.524
18.243.804;1.094.053;50.000;;;1.524
18.245.328;1.115.225;50.000;;;1.524
18.246.852;1.145.461;50.000;;;1.524
18.248.376;1.140.680;50.000;;;1.524
18.249.900;1.119.507;50.000;;;1.524
18.251.424;1.114.589;50.000;;;1.524
18.252.948;1.115.268;50.000;;;1.524
18.254.472;1.162.360;50.000;;;1.524
18.255.996;1.126.805;50.000;;;1.524
18.257.520;1.128.856;50.000;;;1.524
18.259.044;1.150.117;50.000;;;1.524
18.260.568;1.153.141;50.000;;;1.524
18.262.092;1.155.567;50.000;;;1.524
18.263.616;1.174.029;50.000;;;1.524
18.265.140;1.223.182;50.000;;;1.524
18.266.664;1.308.963;50.000;;;1.524
18.268.188;1.312.238;50.000;;;1.524
18.269.712;1.264.157;50.000;;;1.524
18.271.236;1.165.692;50.000;;;1.524
18.272.760;949.079;10.000;;;1.524
18.274.284;740.233;10.000;;;1.524
18.275.808;559.390;10.000;;;1.524
18.277.332;497.587;10.000;;;1.524
18.278.856;499.937;10.000;;;1.524
18.280.380;477.698;10.000;;;1.524
18.281.904;471.512;10.000;;;1.524
18.283.428;450.734;40.000;;;1.524
18.284.952;483.555;40.000;;;1.524
18.286.476;586.418;40.000;;;1.524
18.288.000;746.123;40.000;;;1.524
18.289.524;852.248;40.000;;;1.524
18.291.048;936.353;40.000;;;1.524
18.292.572;924.608;40.000;;;1.524
18.294.096;1.000.366;40.000;;;1.524
18.295.620;998.205;40.000;;;1.524
18.297.144;1.066.611;40.000;;;
18.298.668;1.077.554;50.000;;;
18.300.192;1.145.358;50.000;;;
18.301.716;1.211.547;50.000;;;
18.303.240;1.204.698;50.000;;;
18.304.764;1.173.928;50.000;;;
18.306.288;1.135.747;50.000;;;
18.307.812;1.135.747;50.000;;;
18.309.336;1.163.702;50.000;;;
18.310.860;1.102.162;50.000;;;
18.312.384;1.086.446;50.000;;;
18.313.908;1.010.688;50.000;;;
18.315.432;1.036.077;50.000;;;
18.316.956;1.027.224;50.000;;;
18.318.480;1.035.414;50.000;;;
18.320.004;1.061.308;50.000;;;
18.321.528;1.053.118;50.000;;;
18.323.052;1.059.261;50.000;;;
18.324.576;1.010.028;50.000;;;
18.326.100;1.078.355;50.000;;;
18.327.624;1.121.353;50.000;;;
18.329.148;1.116.648;50.000;;;
18.330.672;1.079.724;50.000;;;
18.332.196;1.018.913;50.000;;;
18.333.720;1.027.483;50.000;;;
18.335.244;1.045.945;50.000;;;
18.336.768;1.090.377;50.000;;;
18.338.292;1.145.279;50.000;;;
18.339.816;1.110.406;50.000;;;
18.341.340;1.081.741;50.000;;;
18.342.864;1.028.506;50.000;;;
18.344.388;1.024.403;50.000;;;
18.345.912;1.061.971;50.000;;;
18.347.436;1.135.682;50.000;;;
18.348.960;1.141.172;50.000;;;
18.350.484;1.095.050;50.000;;;
18.352.008;1.002.913;50.000;;;
18.353.532;939.984;50.000;;;
18.355.056;959.439;50.000;;;
18.356.580;1.057.719;50.000;;;
18.358.104;1.163.645;50.000;;;
18.359.628;1.196.466;50.000;;;
18.361.152;1.092.044;50.000;;;
18.362.676;1.065.426;50.000;;;
18.364.200;1.063.375;50.000;;;
18.365.724;1.154.209;50.000;;;
18.367.248;1.168.541;50.000;;;
18.368.772;1.128.918;50.000;;;
18.370.296;1.113.298;50.000;;;
18.371.820;1.017.065;50.000;;;
18.373.344;1.003.354;50.000;;;
18.374.868;969.742;50.000;;;
18.376.392;1.037.309;50.000;;;
18.377.916;1.098.113;50.000;;;
18.379.440;1.100.164;50.000;;;
18.380.964;1.115.191;50.000;;;
18.382.488;1.040.885;50.000;;;
18.384.012;993.704;50.000;;;
18.385.536;956.780;50.000;;;
18.387.060;1.010.611;50.000;;;
18.388.584;1.071.469;50.000;;;
18.390.108;1.135.060;50.000;;;
18.391.632;1.154.220;50.000;;;
18.393.156;1.208.737;50.000;;;
18.394.680;1.229.250;50.000;;;
18.396.204;1.255.136;50.000;;;
18.397.728;1.212.904;50.000;;;
18.399.252;1.200.596;50.000;;;
18.400.776;1.191.121;50.000;;;
18.402.300;1.186.331;50.000;;;
18.403.824;1.106.329;50.000;;;
18.405.348;1.157.612;50.000;;;
18.406.872;1.148.070;50.000;;;
18.408.396;1.243.693;50.000;;;
18.409.920;1.151.383;50.000;;;
18.411.444;1.150.010;10.000;;;
18.412.968;1.006.685;10.000;;;
18.414.492;960.954;10.000;;;
18.416.016;854.284;10.000;;;
18.417.540;856.857;10.000;;;
18.419.064;848.667;10.000;;;
18.420.588;844.096;10.000;;;
18.422.112;803.070;10.000;;;
18.423.636;766.732;10.000;;;
18.425.160;828.157;10.000;;;
18.426.684;919.846;10.000;;;
18.428.208;1.032.670;10.000;;;
18.429.732;1.070.177;10.000;;;
18.431.256;1.104.984;10.000;;;
18.432.780;1.051.021;10.000;;;
18.434.304;1.044.025;10.000;;;
18.435.828;1.011.890;10.000;;;
18.437.352;983.800;10.000;;;
18.438.876;920.529;10.000;;;
18.440.400;799.614;10.000;;;
18.441.924;665.951;10.000;;;
18.443.448;598.384;10.000;;;
18.444.972;595.587;10.000;;;
18.446.496;579.502;10.000;;;
18.448.020;563.486;10.000;;;
18.449.544;485.918;40.000;;;
18.451.068;508.193;40.000;;;
18.452.592;499.988;40.000;;;
18.454.116;542.447;40.000;;;
18.455.640;519.876;40.000;;;
18.457.164;509.620;40.000;;;
18.458.688;559.720;40.000;;;
18.460.212;638.465;40.000;;;
18.461.736;634.041;40.000;;;
18.463.260;617.239;40.000;;;
18.464.784;566.141;40.000;;;
18.466.308;592.759;40.000;;;
18.467.832;599.304;40.000;;;
18.469.356;584.864;40.000;;;
18.470.880;577.031;40.000;;;
18.472.404;570.485;40.000;;;
18.473.928;608.382;40.000;;;
18.475.452;757.493;50.000;;;
18.476.976;937.673;50.000;;;
18.478.500;1.087.027;50.000;;;
18.480.024;1.106.126;50.000;;;
18.481.548;1.123.265;50.000;;;
18.483.072;1.148.032;50.000;;;
18.484.596;1.159.659;50.000;;;
18.486.120;1.091.332;50.000;;;
18.487.644;999.195;50.000;;;
18.489.168;953.931;50.000;;;
18.490.692;1.026.360;50.000;;;
18.492.216;1.082.291;50.000;;;
18.493.740;1.148.016;50.000;;;
18.495.264;1.061.447;50.000;;;
18.496.788;980.947;50.000;;;
18.498.312;767.761;10.000;;;
18.499.836;657.003;10.000;;;
18.501.360;598.013;10.000;;;
18.502.884;630.782;10.000;;;
18.504.408;600.410;10.000;;;
18.505.932;532.716;10.000;;;
18.507.456;514.525;10.000;;;
18.508.980;526.228;10.000;;;
18.510.504;560.775;10.000;;;
18.512.028;587.803;10.000;;;
18.513.552;604.187;10.000;;;
18.515.076;627.078;10.000;;;
18.516.600;588.102;10.000;;;
18.518.124;560.015;10.000;;;
18.519.648;508.459;10.000;;;
18.521.172;524.502;10.000;;;
18.522.696;562.423;10.000;;;
18.524.220;584.945;10.000;;;
18.525.744;540.184;10.000;;;
18.527.268;477.647;40.000;;;
18.528.792;468.914;40.000;;;
18.530.316;523.913;40.000;;;
18.531.840;554.330;40.000;;;
18.533.364;561.708;40.000;;;
18.534.888;571.946;40.000;;;
18.536.412;631.787;40.000;;;
18.537.936;755.485;40.000;;;
18.539.460;817.431;10.000;;;
18.540.984;821.062;10.000;;;
18.542.508;763.043;10.000;;;
18.544.032;697.001;10.000;;;
18.545.556;701.096;10.000;;;
18.547.080;698.628;10.000;;;
18.548.604;712.728;10.000;;;
18.550.128;688.591;10.000;;;
18.551.652;704.542;10.000;;;
18.553.176;695.646;10.000;;;
18.554.700;629.692;10.000;;;
18.556.224;590.790;40.000;;;
18.557.748;632.455;40.000;;;
18.559.272;716.870;40.000;;;
18.560.796;719.309;40.000;;;
18.562.320;684.199;40.000;;;
18.563.844;735.483;40.000;;;
18.565.368;882.512;40.000;;;
18.566.892;971.080;50.000;;;
18.568.416;943.387;50.000;;;
18.569.940;878.411;50.000;;;
18.571.464;815.406;50.000;;;
18.572.988;763.912;50.000;;;
18.574.512;770.066;50.000;;;
18.576.036;871.317;50.000;;;
18.577.560;982.038;50.000;;;
18.579.084;1.026.527;50.000;;;
18.580.608;1.077.076;50.000;;;
18.582.132;1.139.561;50.000;;;
18.583.656;1.238.665;50.000;;;
18.585.180;1.257.127;50.000;;;
18.586.704;1.202.856;50.000;;;
18.588.228;1.198.108;50.000;;;
18.589.752;1.125.659;50.000;;;
18.591.276;1.208.991;50.000;;;
18.592.800;1.158.906;50.000;;;
18.594.324;1.225.200;50.000;;;
18.595.848;1.179.361;50.000;;;
18.597.372;1.168.460;50.000;;;
18.598.896;1.122.641;50.000;;;
18.600.420;1.132.878;50.000;;;
18.601.944;1.132.970;50.000;;;
18.603.468;1.080.405;50.000;;;
18.604.992;1.025.747;50.000;;;
18.606.516;986.143;50.000;;;
18.608.040;951.635;50.000;;;
18.609.564;889.585;50.000;;;
18.611.088;776.972;50.000;;;
18.612.612;706.152;50.000;;;
18.614.136;688.200;50.000;;;
18.615.660;694.772;50.000;;;
18.617.184;729.815;50.000;;;
18.618.708;799.148;50.000;;;
18.620.232;864.239;50.000;;;
18.621.756;923.616;50.000;;;
18.623.280;894.837;10.000;;;
18.624.804;798.976;10.000;;;
18.626.328;715.443;10.000;;;
18.627.852;572.039;10.000;;;
18.629.376;537.254;10.000;;;
18.630.900;489.747;10.000;;;
18.632.424;506.127;10.000;;;
18.633.948;503.436;10.000;;;
18.635.472;507.864;10.000;;;
18.636.996;508.179;10.000;;;
18.638.520;503.497;10.000;;;
18.640.044;474.779;10.000;;;
18.641.568;447.847;10.000;;;
18.643.092;487.585;40.000;;;
18.644.616;576.581;40.000;;;
18.646.140;706.080;40.000;;;
18.647.664;790.553;40.000;;;
18.649.188;863.113;40.000;;;
18.650.712;957.474;40.000;;;
18.652.236;1.022.469;50.000;;;
18.653.760;1.063.336;50.000;;;
18.655.284;1.007.161;50.000;;;
18.656.808;1.011.912;50.000;;;
18.658.332;1.078.714;50.000;;;
18.659.856;1.130.786;50.000;;;
18.661.380;1.180.018;50.000;;;
18.662.904;1.078.409;50.000;;;
18.664.428;1.042.721;50.000;;;
18.665.952;935.503;50.000;;;
18.667.476;897.122;50.000;;;
18.669.000;918.450;50.000;;;
18.670.524;1.014.202;50.000;;;
18.672.048;1.075.742;50.000;;;
18.673.572;1.126.973;50.000;;;
18.675.096;1.074.219;50.000;;;
18.676.620;1.069.487;50.000;;;
18.678.144;1.056.265;50.000;;;
18.679.668;1.119.738;50.000;;;
18.681.192;1.120.367;50.000;;;
18.682.716;1.129.539;50.000;;;
18.684.240;1.053.282;50.000;;;
18.685.764;1.044.463;50.000;;;
18.687.288;1.039.632;50.000;;;
18.688.812;1.081.764;50.000;;;
18.690.336;1.100.576;50.000;;;
18.691.860;1.076.689;50.000;;;
18.693.384;1.043.246;50.000;;;
18.694.908;1.039.297;50.000;;;
18.696.432;1.042.709;50.000;;;
18.697.956;1.061.137;50.000;;;
18.699.480;1.047.063;50.000;;;
18.701.004;1.040.920;50.000;;;
18.702.528;1.057.987;50.000;;;
18.704.052;1.094.053;50.000;;;
18.705.576;1.109.293;50.000;;;
18.707.100;1.116.796;50.000;;;
18.708.624;1.075.846;50.000;;;
18.710.148;1.005.477;50.000;;;
18.711.672;874.437;50.000;;;
18.713.196;756.065;20.000;;;
18.714.720;647.739;20.000;;;
18.716.244;625.631;20.000;;;
18.717.768;655.960;20.000;;;
18.719.292;691.571;20.000;;;
18.720.816;676.438;20.000;;;
18.722.340;615.339;20.000;;;
18.723.864;561.293;20.000;;;
18.725.388;610.009;20.000;;;
18.726.912;657.190;20.000;;;
18.728.436;697.803;20.000;;;
18.729.960;665.510;20.000;;;
18.731.484;638.115;20.000;;;
18.733.008;646.735;20.000;;;
18.734.532;610.571;20.000;;;
18.736.056;643.462;20.000;;;
18.737.580;622.948;40.000;;;
18.739.104;703.108;40.000;;;
18.740.628;738.148;40.000;;;
18.742.152;782.802;40.000;;;
18.743.676;781.028;40.000;;;
18.745.200;789.218;40.000;;;
18.746.724;873.798;40.000;;;
18.748.248;914.390;40.000;;;
18.749.772;981.170;10.000;;;
18.751.296;906.827;10.000;;;
18.752.820;879.638;10.000;;;
18.754.344;749.773;10.000;;;
18.755.868;738.433;10.000;;;
18.757.392;728.698;10.000;;;
18.758.916;804.597;10.000;;;
18.760.440;823.322;10.000;;;
18.761.964;804.392;10.000;;;
18.763.488;779.293;10.000;;;
18.765.012;817.405;10.000;;;
18.766.536;749.837;10.000;;;
18.768.060;723.653;10.000;;;
18.769.584;594.546;20.000;;;
18.771.108;634.678;20.000;;;
18.772.632;601.485;20.000;;;
18.774.156;619.575;20.000;;;
18.775.680;601.286;20.000;;;
18.777.204;609.476;20.000;;;
18.778.728;650.874;20.000;;;
18.780.252;634.054;20.000;;;
18.781.776;636.493;20.000;;;
18.783.300;605.331;20.000;;;
18.784.824;643.306;20.000;;;
18.786.348;624.067;20.000;;;
18.787.872;630.209;20.000;;;
18.789.396;569.091;20.000;;;
18.790.920;561.663;20.000;;;
18.792.444;553.860;20.000;;;
18.793.968;662.071;50.000;;;
18.795.492;768.016;50.000;;;
18.797.016;886.384;50.000;;;
18.798.540;984.664;50.000;;;
18.800.064;1.124.485;50.000;;;
18.801.588;1.151.762;50.000;;;
18.803.112;1.119.635;50.000;;;
18.804.636;975.903;50.000;;;
